IdFuncionario,NomeCompleto,DataNascimento,CPF,Sexo,SalarioBruto,Cargo,idSetor,Setor,Ramal
3092,Arthur Gabriel da Silveira,1977-10-25,808.888.858-14,Masculino,1959.63,Designer de Industrial,3092,Markting,4092
3093,Fabiano Simões,1966-01-05,615.381.578-29,Masculino,2038.60,Arquiteto de Agricultura,3093,TI,4093
3094,Juliana Longuinho,1992-07-02,377.645.000-20,Feminino,4550.97,Assistente de Serviços Comunitários,3094,Markting,4094
3095,Elísio Barros,1968-07-06,558.551.431-80,Masculino,5110.51,Planejador de Construção,3095,Markting,4095
3096,Paulo Cavalcanti,1965-01-30,817.160.660-18,Masculino,5058.91,Representante de Marketing,3096,Financeiro,4096
3097,Elisa Pinto,1973-04-11,450.333.388-70,Feminino,2135.14,Coordenador de Contabilidade,3097,RH,4097
3098,Luiz Felipe Caldeira,2003-02-14,366.285.055-96,Masculino,23000.47,Gerente de Industrial,3098,Vendas,4098
3099,Lucas Gabriel Antunes,1976-04-17,575.201.427-10,Masculino,5785.98,Desenvolvedor de Mineração,3099,Vendas,4099
3100,Thomas Carvalho,2006-06-20,363.417.385-87,Masculino,2095.44,Oficial de Tecnologia,3100,Vendas,4100
3101,Laura Brites,1965-05-29,445.336.257-97,Feminino,2346.31,Planejador de Varejo,3101,Financeiro,4101
3102,Murilo da Madureira,1970-08-15,743.387.246-92,Masculino,1953.90,Oficial de TI,3102,Markting,4102
3103,Davi Luiz Laranjeira,1963-01-06,261.481.587-01,Masculino,4202.49,Engenheiro de Saúde,3103,RH,4103
3104,José das Neves,1973-02-06,028.287.001-60,Masculino,5098.80,Orquestrador de Hospitalidade,3104,TI,4104
3105,Clarice Domingues,1995-10-13,066.635.325-53,Feminino,4070.11,Supervisor de TI,3105,TI,4105
3106,Talita Rameira,1961-08-08,577.321.227-71,Feminino,4158.17,Contato de TI,3106,RH,4106
3107,Joaquim Madeira,1995-06-07,507.211.530-54,Masculino,5769.41,Oficial de Imobiliária,3107,Financeiro,4107
3108,Stella da Terra,2005-07-13,503.175.762-08,Feminino,4308.52,Consultor de Bancário,3108,RH,4108
3109,Janaína Bouças,1984-01-27,258.557.241-23,Feminino,1945.88,Coordenador de Varejo,3109,RH,4109
3110,Maria Isis Castanheira,1999-01-07,442.430.073-06,Feminino,3493.81,Associado de Educação,3110,Financeiro,4110
3111,Nicole Camacho,1975-08-02,802.463.150-40,Feminino,3599.55,Agente de Mineração,3111,RH,4111
3112,Maria Alice Crespo,1985-10-25,254.743.024-01,Feminino,1975.22,Especialista de TI,3112,Markting,4112
3113,Alessandro Rolim,1994-08-22,270.644.654-42,Masculino,2665.70,Fabricante de Varejo,3113,RH,4113
3114,Ana Júlia Ramires,1989-09-02,607.864.028-30,Feminino,5422.01,Supervisor de Bancário,3114,RH,4114
3115,Carolina Domingues,1981-04-10,280.312.536-68,Feminino,5481.29,Técnico de Propaganda,3115,TI,4115
3116,André Sais,2004-10-16,814.003.524-60,Masculino,4719.87,Oficial de Governamental,3116,Financeiro,4116
3117,Fabiano Xavier,1963-02-28,351.085.328-81,Masculino,3166.08,Administrador de Tecnologia,3117,Markting,4117
3118,Carolina Siqueiro,1974-04-07,778.335.726-16,Feminino,15009.29,Gerente de Imobiliária,3118,Vendas,4118
3119,Ana Júlia Rios,1988-08-19,510.578.525-89,Feminino,4973.49,Engenheiro de Serviços Comunitários,3119,Markting,4119
3120,Isadora Pinheira,1982-03-16,451.835.752-31,Feminino,2571.87,Desenvolvedor de Legal,3120,Vendas,4120
3121,Emanuel Moniz,1998-04-06,483.228.065-15,Masculino,3318.63,Arquiteto de TI,3121,RH,4121
3122,Davi Lucas Bentes,2000-02-25,565.638.047-56,Masculino,4745.22,Oficial de Saúde,3122,Vendas,4122
3123,Miguel de Lara,1985-12-28,664.425.507-88,Masculino,5415.48,Estrategista de Agricultura,3123,Markting,4123
3124,Davi Luiz Meireles,1970-03-04,883.141.656-11,Masculino,5469.82,Orquestrador de Consultoria,3124,TI,4124
3125,Mathias Peixoto,2002-09-05,258.025.185-53,Masculino,4161.98,Consultor de Marketing,3125,Financeiro,4125
3126,Enzo Miguel da Silveira,1968-06-28,226.326.830-84,Masculino,5873.32,Assistente de Consultoria,3126,TI,4126
3127,Ana Sophia Brites,1975-09-09,113.224.476-59,Feminino,2247.78,Agente de Contabilidade,3127,TI,4127
3128,Esther Videira,2001-06-27,175.083.355-70,Feminino,2236.57,Especialista de Administração,3128,Markting,4128
3129,Patricia Muniz,1991-02-13,061.132.251-00,Feminino,4354.92,Consultor de Saúde,3129,TI,4129
3130,Alexandre Araújo,1991-08-01,102.214.128-75,Masculino,5476.05,Executivo de Industrial,3130,Vendas,4130
3131,Matheus Ximenes,1977-12-15,270.646.013-03,Masculino,4061.27,Técnico de Educação,3131,TI,4131
3132,Alícia Antena,2006-04-11,830.267.121-59,Feminino,5548.01,Planejador de Legal,3132,Markting,4132
3133,Gúbio Filgueira,1987-06-14,740.765.800-52,Masculino,3929.09,Executivo de Legal,3133,Financeiro,4133
3134,Kauê Sá,1988-12-08,786.223.868-05,Masculino,3599.84,Representante de Tecnologia,3134,Markting,4134
3135,Feliciano Galvão,2001-07-23,400.872.040-53,Masculino,5277.47,Engenheiro de Bancário,3135,Vendas,4135
3136,Maria Helena Rolim,1966-03-26,431.537.518-70,Feminino,2337.71,Analista de Imobiliária,3136,Markting,4136
3137,Otávio Rios,1990-05-17,433.228.035-03,Masculino,2735.78,Fabricante de Legal,3137,Financeiro,4137
3138,Vitor Mangueira,1981-05-24,308.477.688-13,Masculino,1720.02,Arquiteto de Mineração,3138,Vendas,4138
3139,Guilherme da Mata,1999-04-02,818.811.247-03,Masculino,21870.08,Diretor de Saúde,3139,Markting,4139
3140,Emanuel Ferreira,1970-12-26,672.345.207-08,Masculino,4477.25,Orquestrador de Administração,3140,Financeiro,4140
3141,Paula Espinheira,1994-04-07,482.748.032-05,Feminino,5683.62,Analista de Vendas,3141,Markting,4141
3142,Igor Rebouças,1971-08-02,760.385.860-75,Masculino,3031.63,Consultor de Legal,3142,Financeiro,4142
3143,Luiz Henrique Videira,1970-08-31,245.831.188-13,Masculino,3148.40,Coordenador de Legal,3143,TI,4143
3144,Gabriel Fontinhas,1969-08-16,515.405.862-35,Masculino,2193.41,Assistente de Propaganda,3144,Markting,4144
3145,Isaac Bonfim,1972-10-01,428.828.402-33,Masculino,10308.63,Diretor de Serviços Comunitários,3145,Markting,4145
3146,Yuri Araújo,2000-06-17,312.338.512-41,Masculino,4354.40,Agente de Educação,3146,TI,4146
3147,Karla Pedroso,1981-09-29,723.355.745-40,Feminino,5738.85,Consultor de Agricultura,3147,Markting,4147
3148,Ayla Santana,1972-12-24,888.521.364-28,Feminino,6305.92,Assistente de Serviços Comunitários,3148,TI,4148
3149,Henrique Fernandes,1968-08-12,616.673.403-44,Masculino,4831.50,Designer de Bancário,3149,Vendas,4149
3150,Norberto Pinto,1971-02-05,347.837.013-26,Masculino,26592.25,Gerente de TI,3150,Vendas,4150
3151,Davi Miguel Espinheira,1999-08-01,151.114.872-12,Masculino,3700.89,Desenvolvedor de Imobiliária,3151,Financeiro,4151
3152,Kauê dos Reis,1978-05-06,188.561.121-83,Masculino,5344.44,Arquiteto de Serviços Comunitários,3152,TI,4152
3153,Milena da Silveira,1972-10-18,416.176.772-21,Feminino,1504.64,Arquiteto de Marketing,3153,Vendas,4153
3154,Carlos Eduardo Carneiro,2006-03-21,615.740.412-40,Masculino,1530.63,Fabricante de Legal,3154,TI,4154
3155,Félix Ornelas,1990-03-23,242.018.134-44,Masculino,3287.35,Arquiteto de Construção,3155,Vendas,4155
3156,Ruan Ferraço,2004-06-09,304.307.152-26,Masculino,3885.37,Orquestrador de Imobiliária,3156,Financeiro,4156
3157,Deneval Silva,1973-03-12,151.224.824-03,Masculino,5574.75,Supervisor de Consultoria,3157,Markting,4157
3158,Maria Cecília Rolim,1963-01-28,864.756.372-70,Feminino,4578.84,Técnico de TI,3158,RH,4158
3159,Alessandra Gomes,1972-07-09,406.071.424-05,Feminino,5001.49,Supervisor de Imobiliária,3159,Vendas,4159
3160,Sarah Crespo,1961-10-14,203.702.731-17,Feminino,4674.83,Orquestrador de Varejo,3160,Vendas,4160
3161,Benjamin da Veiga,1980-01-11,580.526.572-96,Masculino,3617.96,Engenheiro de Propaganda,3161,Vendas,4161
3162,João Victor Pires,1982-05-27,624.646.603-61,Masculino,5676.82,Contato de Administração,3162,RH,4162
3163,Cauã Neves,1989-09-16,113.075.448-00,Masculino,5976.56,Analista de Hospitalidade,3163,TI,4163
3164,Thiago Crespo,2005-08-23,755.801.570-70,Masculino,4725.80,Administrador de Imobiliária,3164,Vendas,4164
3165,Marcelo Xavier,1963-07-19,155.066.736-04,Masculino,5286.61,Designer de Administração,3165,Financeiro,4165
3166,Alícia Barreira,1961-09-06,208.573.664-59,Feminino,2463.54,Engenheiro de Marketing,3166,TI,4166
3167,Alexandre Ribeira,1993-05-14,024.063.445-41,Masculino,5069.64,Fabricante de Bancário,3167,Vendas,4167
3168,Sophie Matoso,1999-01-29,342.103.110-06,Feminino,3438.60,Orquestrador de Mineração,3168,RH,4168
3169,Bruno Arriaga,1968-07-09,414.731.520-89,Masculino,3325.59,Agente de Design,3169,TI,4169
3170,Thomas da Veiga,1980-01-08,107.302.656-68,Masculino,4549.90,Administrador de Governamental,3170,Financeiro,4170
3171,Sirineu Antunes,1970-04-24,181.486.426-13,Masculino,4170.64,Engenheiro de Design,3171,Markting,4171
3172,Márcia Sanches,1973-04-02,640.674.716-02,Feminino,4170.80,Analista de Contabilidade,3172,TI,4172
3173,Otávio Marcondes,1989-02-22,810.663.776-00,Masculino,18606.02,Gerente de Governamental,3173,Markting,4173
3174,Felipe Passarinho,2007-05-24,403.823.757-50,Masculino,5401.17,Engenheiro de TI,3174,Markting,4174
3175,Otávio Vimaranes,1990-10-06,737.857.781-20,Masculino,2950.76,Administrador de Administração,3175,Financeiro,4175
3176,Danilo Ferreira,1999-07-08,823.168.221-00,Masculino,3333.17,Técnico de Agricultura,3176,Vendas,4176
3177,Rodrigo Martim,1985-11-09,281.736.373-69,Masculino,1479.40,Administrador de Marketing,3177,RH,4177
3178,Pedro Henrique Moraes,2008-01-24,616.347.257-86,Masculino,2357.55,Analista de Consultoria,3178,RH,4178
3179,Joana Madeira,1970-10-27,717.516.523-43,Feminino,1472.02,Desenvolvedor de TI,3179,RH,4179
3180,Warley da Nóbrega,1965-09-03,180.304.867-07,Masculino,3077.87,Analista de Administração,3180,Markting,4180
3181,Guilherme Ramalho,1994-08-24,315.531.646-28,Masculino,5405.08,Administrador de Saúde,3181,RH,4181
3182,Maria Luiza de Assunção,2000-03-19,436.516.342-64,Feminino,2778.50,Agente de Consultoria,3182,Markting,4182
3183,Luiz Henrique Brites,1990-01-26,365.154.332-39,Masculino,3102.13,Desenvolvedor de Industrial,3183,RH,4183
3184,João Samuel Rodrigues,2004-06-15,776.610.815-12,Masculino,4628.36,Técnico de Saúde,3184,RH,4184
3185,Sophie Guedes,1992-10-11,348.313.225-20,Feminino,3563.52,Executivo de Tecnologia,3185,Markting,4185
3186,Lucca Godinho,1984-12-28,388.821.340-16,Masculino,1504.89,Agente de Bancário,3186,Vendas,4186
3187,Fábio Lessa,1991-07-17,047.400.186-59,Masculino,2044.48,Coordenador de Administração,3187,Markting,4187
3188,Catarina Negrão,1963-11-15,325.107.443-13,Feminino,4338.56,Analista de Educação,3188,Financeiro,4188
3189,Francisco Velasques,1985-02-14,030.121.306-24,Masculino,2691.78,Planejador de Governamental,3189,Markting,4189
3190,Pietro Simão,2005-01-25,634.848.651-64,Masculino,3682.29,Engenheiro de Industrial,3190,TI,4190
3191,Yango Marcondes,1963-05-19,735.488.681-50,Masculino,5193.00,Especialista de Legal,3191,RH,4191
3192,Júlia Nogueira,2003-05-20,562.301.140-38,Feminino,1789.71,Arquiteto de Varejo,3192,RH,4192
3193,Maria Isis Moniz,1999-08-21,518.141.332-32,Feminino,4077.47,Orquestrador de Hospitalidade,3193,Markting,4193
3194,Luiz Gustavo da Maia,1976-09-20,734.788.131-58,Masculino,1597.06,Executivo de Serviços Comunitários,3194,TI,4194
3195,Carlos Eduardo Bentes,1963-07-19,628.670.104-46,Masculino,2737.12,Executivo de Administração,3195,Vendas,4195
3196,Arthur Henrique Bentes,1990-12-11,344.665.237-03,Masculino,4994.87,Planejador de Tecnologia,3196,Markting,4196
3197,Fernanda Moura,2003-12-24,171.631.361-96,Feminino,5686.17,Técnico de Bancário,3197,Financeiro,4197
3198,Helena Almada,1970-12-01,458.011.278-44,Feminino,5268.52,Estrategista de Contabilidade,3198,TI,4198
3199,Lucas Bulhões,1979-05-25,118.844.477-83,Masculino,2777.26,Designer de TI,3199,Financeiro,4199
3200,Noah Albuquerque,1980-03-04,738.441.884-44,Masculino,1719.42,Consultor de Construção,3200,TI,4200
3201,Giulia Barreira,1995-08-15,774.316.412-81,Feminino,1621.76,Designer de Administração,3201,RH,4201
3202,Víctor Viveiros,1996-01-15,784.128.278-80,Masculino,2729.66,Coordenador de Governamental,3202,RH,4202
3203,Laura Sá,1982-05-13,751.855.457-71,Feminino,4912.37,Executivo de Contabilidade,3203,Financeiro,4203
3204,Pedro Miguel Silva,1980-07-23,535.072.523-84,Masculino,1750.31,Representante de Imobiliária,3204,Vendas,4204
3205,Karla Araújo,1998-09-02,020.778.741-71,Feminino,2294.32,Administrador de Propaganda,3205,Markting,4205
3206,Fernanda Souza,1970-06-03,481.044.670-00,Feminino,3400.03,Associado de Contabilidade,3206,Markting,4206
3207,Maria Alice Ordonhes,1994-08-20,350.745.221-96,Feminino,17550.31,Gerente de Bancário,3207,Markting,4207
3208,Davi Miguel Mendes,1980-10-31,461.265.388-20,Masculino,5783.27,Desenvolvedor de Design,3208,Financeiro,4208
3209,João Gabriel Brites,1989-04-02,853.154.133-65,Masculino,4901.59,Administrador de Contabilidade,3209,Vendas,4209
3210,Clara Cachoeira,1974-09-07,607.662.761-12,Feminino,4935.50,Desenvolvedor de Legal,3210,TI,4210
3211,Anthony Ferreira,1994-05-18,371.607.068-89,Masculino,19295.67,Gerente de Bancário,3211,TI,4211
3212,Matheus Dorneles,1969-07-05,020.385.688-04,Masculino,4434.01,Representante de Marketing,3212,Vendas,4212
3213,João Samuel de Borba,1993-03-12,432.024.786-80,Masculino,1939.24,Orquestrador de Contabilidade,3213,RH,4213
3214,José Almeida,1990-01-23,767.046.350-33,Masculino,2083.26,Administrador de Consultoria,3214,Financeiro,4214
3215,Bento Rocha,1994-03-18,883.638.587-73,Masculino,1976.85,Consultor de Design,3215,Markting,4215
3216,Frederico da Fontoura,1994-01-30,273.176.080-09,Masculino,3512.00,Técnico de Mineração,3216,Vendas,4216
3217,Rodrigo Franco,1988-11-06,324.141.651-89,Masculino,3872.60,Orquestrador de TI,3217,RH,4217
3218,Ana Cecília Galego,1980-12-07,774.175.766-05,Feminino,5235.19,Orquestrador de Vendas,3218,Vendas,4218
3219,Antônio Guterres,1999-11-20,076.685.035-87,Masculino,4822.61,Arquiteto de Agricultura,3219,TI,4219
3220,Marcos dos Reis,1961-05-23,222.316.808-66,Masculino,3761.51,Executivo de Industrial,3220,Markting,4220
3221,Bruna Bomdia,1994-04-16,878.325.628-89,Feminino,26411.55,Diretor de Administração,3221,Vendas,4221
3222,Carla Freitas,1995-03-24,718.130.547-62,Feminino,5060.38,Orquestrador de Tecnologia,3222,Markting,4222
3223,Raul Figueira,2005-01-23,751.863.300-00,Masculino,1681.38,Oficial de Vendas,3223,TI,4223
3224,Noah Rêgo,1987-07-15,436.653.248-40,Masculino,5679.59,Administrador de Hospitalidade,3224,Vendas,4224
3225,Gabrielly Dorneles,1968-07-21,051.781.758-67,Feminino,6289.47,Assistente de Educação,3225,Markting,4225
3226,Louise Godins,1989-02-20,470.642.176-43,Feminino,1915.15,Facilitador de Governamental,3226,TI,4226
3227,Lorena Matoso,1986-04-15,808.075.730-51,Feminino,4486.84,Estrategista de Hospitalidade,3227,Financeiro,4227
3228,Janaína Leiria,1988-05-06,854.838.881-11,Feminino,4399.62,Supervisor de Administração,3228,RH,4228
3229,Maria Isis Carvalheira,1970-06-09,064.686.078-09,Feminino,2740.38,Fabricante de Hospitalidade,3229,TI,4229
3230,Alessandra Castanho,1982-11-24,764.085.232-34,Feminino,5821.45,Orquestrador de Administração,3230,RH,4230
3231,Karla Aguiar,2006-12-22,246.017.647-34,Feminino,4334.68,Consultor de Construção,3231,TI,4231
3232,Lucca Solimões,1996-05-18,804.520.548-26,Masculino,1547.33,Executivo de Saúde,3232,TI,4232
3233,Bento Vidal,1976-06-25,570.740.245-46,Masculino,4937.26,Consultor de Industrial,3233,RH,4233
3234,Luiz Rebouças,2003-08-27,634.461.575-30,Masculino,5628.59,Coordenador de Mineração,3234,Markting,4234
3235,Marcos Arriaga,1976-07-31,550.322.330-64,Masculino,2695.38,Coordenador de Educação,3235,Vendas,4235
3236,Pietra Assumpção,1993-04-04,445.334.442-29,Feminino,5442.82,Planejador de Tecnologia,3236,TI,4236
3237,Caio de Lins,1973-06-13,103.784.662-16,Masculino,4805.71,Supervisor de Governamental,3237,TI,4237
3238,Frederico Quaresma,1966-01-26,803.833.375-69,Masculino,1933.19,Agente de Varejo,3238,TI,4238
3239,Sophia Carvalho,2001-07-10,460.054.850-75,Feminino,2973.39,Facilitador de Educação,3239,Markting,4239
3240,Arthur Miguel Bittencourt,1972-12-30,426.452.301-05,Masculino,2257.67,Contato de Saúde,3240,TI,4240
3241,Malu Ornelas,2002-10-04,048.875.301-53,Feminino,2891.95,Contato de Varejo,3241,RH,4241
3242,Emilly Ramalho,2001-12-12,414.340.502-46,Feminino,3250.73,Associado de Serviços Comunitários,3242,RH,4242
3243,Cecília Novaes,1990-03-16,471.205.117-50,Feminino,4392.66,Fabricante de Contabilidade,3243,Vendas,4243
3244,Felipe Monteiro,1980-02-24,370.553.551-09,Masculino,5352.32,Coordenador de Bancário,3244,TI,4244
3245,Danilo Arriaga,1997-10-28,011.838.225-02,Masculino,4711.58,Designer de Tecnologia,3245,Markting,4245
3246,Heloísa Filgueira,2007-08-13,007.476.517-52,Feminino,1666.25,Administrador de Bancário,3246,Markting,4246
3247,Vitor Hugo Passarinho,1993-09-24,788.550.748-30,Masculino,24788.66,Diretor de Design,3247,Financeiro,4247
3248,Thomas da Barra,1991-03-17,176.183.674-93,Masculino,22804.45,Gerente de Design,3248,Vendas,4248
3249,Eduardo das Neves,1979-04-30,572.086.547-00,Masculino,5783.40,Executivo de Vendas,3249,Markting,4249
3250,Adriana Datena,2006-02-13,120.537.704-22,Feminino,4866.16,Associado de Marketing,3250,Markting,4250
3251,Pietra Mendanha,1974-01-16,170.621.780-39,Feminino,4732.89,Administrador de Varejo,3251,Financeiro,4251
3252,Isabel Silveira,2000-04-17,446.257.182-79,Feminino,4382.73,Contato de Design,3252,Vendas,4252
3253,Otávio Meireles,1965-07-07,758.818.573-21,Masculino,5011.70,Técnico de Serviços Comunitários,3253,Financeiro,4253
3254,Arthur Jaques,1984-05-10,246.527.883-55,Masculino,3769.35,Fabricante de Legal,3254,TI,4254
3255,Luana da Fontoura,1988-08-07,160.216.031-76,Feminino,4442.77,Executivo de Contabilidade,3255,TI,4255
3256,Paulo da Barranca,1999-07-01,634.628.554-84,Masculino,4755.68,Facilitador de Serviços Comunitários,3256,Vendas,4256
3257,Júlia Jesus,1976-05-07,325.262.428-19,Feminino,3976.16,Técnico de Saúde,3257,Financeiro,4257
3258,Marcia da Fonseca,1996-01-25,730.078.546-87,Feminino,1910.80,Facilitador de Marketing,3258,Financeiro,4258
3259,Carla Monteiro,1981-09-13,807.321.305-22,Feminino,5013.30,Desenvolvedor de Educação,3259,Vendas,4259
3260,Nathan da Luz,1987-08-13,185.751.782-29,Masculino,4798.61,Desenvolvedor de Contabilidade,3260,Markting,4260
3261,Lívia da Cruz,1979-03-28,341.053.786-43,Feminino,3823.59,Facilitador de Saúde,3261,Financeiro,4261
3262,Davi Castanheira,1990-12-20,234.550.144-88,Masculino,3426.63,Especialista de Legal,3262,TI,4262
3263,Tiago Viana,1980-07-14,156.637.218-60,Masculino,5282.87,Arquiteto de Imobiliária,3263,Markting,4263
3264,Mércia Corrêa,2006-11-22,703.727.741-05,Feminino,3810.73,Executivo de Vendas,3264,Financeiro,4264
3265,Clarice da Aldeia,1970-08-30,646.318.314-80,Feminino,3862.08,Supervisor de Design,3265,Vendas,4265
3266,Anthony Barreira,1983-09-14,057.862.706-02,Masculino,1461.12,Estrategista de Hospitalidade,3266,TI,4266
3267,Clarice Farias,1969-01-11,761.344.768-54,Feminino,1900.98,Representante de Legal,3267,Vendas,4267
3268,Aline Filgueira,2004-07-04,774.831.466-72,Feminino,6094.74,Assistente de Construção,3268,Vendas,4268
3269,Eloah de Sá,1985-04-16,526.080.424-49,Feminino,1949.12,Arquiteto de Hospitalidade,3269,RH,4269
3270,Ana Lívia Bulhões,1988-09-22,486.278.688-08,Feminino,2946.27,Executivo de Bancário,3270,Vendas,4270
3271,Morgana Corrêa,2001-02-03,407.404.430-70,Feminino,2221.54,Orquestrador de TI,3271,Financeiro,4271
3272,Lara Carvalho,1989-06-07,573.540.216-10,Feminino,4082.56,Representante de Saúde,3272,RH,4272
3273,Hélio Moniz,2001-05-29,703.108.071-15,Masculino,3294.50,Agente de Serviços Comunitários,3273,Financeiro,4273
3274,Mathias Taveira,1987-02-20,543.526.404-92,Masculino,2961.10,Orquestrador de Mineração,3274,Vendas,4274
3275,Mirella de Quadros,1995-07-04,744.800.565-05,Feminino,2016.49,Planejador de Tecnologia,3275,Financeiro,4275
3276,Maria Clara de Assunção,1970-12-14,600.505.164-42,Feminino,5691.89,Analista de Hospitalidade,3276,TI,4276
3277,Benício Siqueiro,1965-08-04,420.864.304-85,Masculino,7217.39,Assistente de Consultoria,3277,Financeiro,4277
3278,Frederico Braga,1999-05-30,340.406.605-79,Masculino,3648.51,Agente de Governamental,3278,TI,4278
3279,Oliver Souza,1973-06-03,563.086.156-50,Masculino,5082.76,Técnico de Serviços Comunitários,3279,TI,4279
3280,Marcia Barreira,1992-07-29,688.053.128-86,Feminino,4215.80,Contato de Educação,3280,Vendas,4280
3281,Alícia Duarte,1974-11-10,040.115.261-85,Feminino,3965.74,Agente de Hospitalidade,3281,RH,4281
3282,André Rezende,2004-11-13,872.351.250-47,Masculino,5118.89,Administrador de Tecnologia,3282,Markting,4282
3283,Rafaela Grotas,1986-09-25,424.168.804-70,Feminino,2195.87,Agente de Administração,3283,Vendas,4283
3284,Isabelly Ramos,1999-01-29,202.113.861-54,Feminino,3675.36,Contato de Industrial,3284,Vendas,4284
3285,Allana Cabreira,2004-11-07,723.267.248-95,Feminino,5890.57,Representante de Industrial,3285,Vendas,4285
3286,Raul Marcondes,1961-06-29,025.831.748-51,Masculino,2473.27,Estrategista de Serviços Comunitários,3286,Markting,4286
3287,Maria Pinto,1969-07-20,308.713.144-01,Feminino,2564.16,Consultor de Bancário,3287,TI,4287
3288,Sophia Monteiro,2002-03-09,187.367.284-54,Feminino,4027.37,Desenvolvedor de Administração,3288,TI,4288
3289,Olívia Caldeira,1971-09-09,377.562.365-56,Feminino,1981.05,Representante de Construção,3289,TI,4289
3290,Mirella de Sá,1982-08-19,341.520.228-33,Feminino,3086.90,Associado de Tecnologia,3290,Financeiro,4290
3291,Félix Fogaça,1969-12-06,151.288.234-82,Masculino,3606.75,Administrador de Educação,3291,Vendas,4291
3292,Valentina Aroeira,1999-07-26,110.388.160-41,Feminino,2596.30,Arquiteto de Mineração,3292,Markting,4292
3293,Isabela Bouças,1983-01-05,135.108.506-96,Feminino,5132.78,Contato de Administração,3293,Financeiro,4293
3294,Luna Almeida,1990-11-29,514.763.537-86,Feminino,3877.67,Planejador de Construção,3294,Vendas,4294
3295,Salvador Soares,1994-08-29,355.454.154-08,Masculino,5528.26,Consultor de TI,3295,RH,4295
3296,Fábio Cruz,2002-06-09,268.116.228-90,Masculino,3642.09,Orquestrador de Industrial,3296,Financeiro,4296
3297,João Palhares,1980-01-16,764.513.363-51,Masculino,2961.62,Planejador de TI,3297,Vendas,4297
3298,João Samuel Limeira,2006-09-25,888.620.366-71,Masculino,3155.89,Assistente de Propaganda,3298,Markting,4298
3299,Breno Moura,1982-11-28,027.740.580-74,Masculino,5908.77,Analista de Mineração,3299,Markting,4299
3300,Bárbara Bomdia,1979-09-17,411.588.210-77,Feminino,5487.54,Contato de Governamental,3300,TI,4300
3301,Lucas Marques,1982-08-23,730.323.366-00,Masculino,5402.36,Supervisor de Tecnologia,3301,Vendas,4301
3302,Mirella Cabreira,1996-05-21,176.178.007-70,Feminino,5230.05,Executivo de Mineração,3302,Vendas,4302
3303,Matheus Marcondes,1995-03-05,326.335.700-03,Masculino,5609.76,Representante de Contabilidade,3303,RH,4303
3304,Isabella da Mota,1965-08-29,665.287.642-63,Feminino,25383.96,Diretor de Marketing,3304,TI,4304
3305,Lorena Bernardes,1994-09-12,241.445.378-89,Feminino,3158.22,Analista de Industrial,3305,Vendas,4305
3306,Frederico Meira,1971-11-12,774.406.544-12,Masculino,3654.20,Especialista de Propaganda,3306,Markting,4306
3307,Kauê Bouças,1969-05-15,680.464.742-40,Masculino,1914.96,Desenvolvedor de Educação,3307,Markting,4307
3308,Luna Guterres,2002-04-09,035.255.514-95,Feminino,5639.41,Técnico de Legal,3308,RH,4308
3309,Maitê Louzada,1992-06-19,262.256.602-67,Feminino,5943.48,Assistente de Bancário,3309,Markting,4309
3310,Benjamin Macieira,1976-12-07,045.800.224-08,Masculino,5096.89,Contato de Educação,3310,Markting,4310
3311,Luiz de Oliveira,1980-06-21,533.374.883-74,Masculino,2649.73,Agente de Design,3311,Financeiro,4311
3312,Ana Beatriz Quaresma,1984-11-26,354.810.674-98,Feminino,4980.63,Analista de Mineração,3312,Vendas,4312
3313,Ana Júlia Dorneles,1989-01-18,767.403.888-22,Feminino,2053.11,Administrador de Agricultura,3313,Markting,4313
3314,Melissa Gonçalves,1967-12-24,888.153.544-09,Feminino,4772.85,Facilitador de Mineração,3314,RH,4314
3315,Aline Negrão,1963-02-14,670.013.418-86,Feminino,3315.27,Supervisor de Propaganda,3315,TI,4315
3316,Allana de Lara,2007-08-01,021.503.650-65,Feminino,2811.58,Supervisor de Legal,3316,TI,4316
3317,Luiz Espinheira,1966-04-06,306.624.706-64,Masculino,2588.94,Oficial de Imobiliária,3317,Vendas,4317
3318,Vicente da Penha,1999-02-05,067.378.261-13,Masculino,5948.26,Analista de Construção,3318,TI,4318
3319,Levi Camacho,1993-05-25,122.437.484-36,Masculino,3471.45,Coordenador de Bancário,3319,Markting,4319
3320,Ruan Espinheira,2001-02-20,533.105.256-86,Masculino,4996.88,Associado de Design,3320,TI,4320
3321,Luiz Otávio da Rosa,1979-02-20,774.411.172-91,Masculino,5213.46,Consultor de Contabilidade,3321,Markting,4321
3322,Maria Luiza Ramires,1968-06-19,186.205.057-00,Feminino,8548.44,Assistente de Hospitalidade,3322,TI,4322
3323,Benício Fogaça,1999-07-18,732.840.021-89,Masculino,5096.96,Administrador de Contabilidade,3323,Vendas,4323
3324,Washington Arriaga,2003-06-02,738.660.571-48,Masculino,18419.38,Diretor de Contabilidade,3324,Vendas,4324
3325,João Guilherme Oliveira,1974-08-27,047.070.833-66,Masculino,2378.53,Administrador de Agricultura,3325,Markting,4325
3326,Gabrielly Rolim,1999-05-25,180.074.257-64,Feminino,4745.17,Desenvolvedor de Contabilidade,3326,Markting,4326
3327,Washington Sanches,1999-07-12,342.578.833-75,Masculino,27156.25,Gerente de Saúde,3327,Markting,4327
3328,Pietro da Fonseca,1987-01-25,418.044.178-07,Masculino,2039.16,Administrador de Design,3328,Financeiro,4328
